L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
3.5e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,2.8e-05,-8.74,-7.878,16.66,12.41,15.13,3.988,0.0156
3.5e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,3.6e-05,-8.695,-4.112,10.23,5.653,8.554,2.184,0.0175
3.5e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,4e-05,-8.671,-3.466,7.548,2.949,6.001,0.957,0.0184
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,3.2e-05,-12.88,-4.253,13.18,7.858,8.485,1.117,0.0146
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,2.4e-05,-12.46,-8.579,19.88,15.82,17.49,4.124,0.0127
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,2.8e-05,-12.77,-5.953,16.83,13.08,14.94,3.775,0.0137
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,3.6e-05,-12.95,-3.394,9.836,5.207,7.955,1.796,0.0155
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,4e-05,-12.99,-2.911,6.932,2.354,5.352,0.341,0.0164
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,3.2e-05,-15.42,-3.952,11.7,7.886,10.91,2.328,0.0126
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,2.4e-05,-15.38,-7.152,18.43,16.31,18.0,3.705,0.0108
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,2.8e-05,-15.44,-5.307,15.38,12.87,15.03,3.304,0.0117
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,3.6e-05,-15.39,-3.239,8.33,3.457,7.21,0.829,0.0136
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,4e-05,-15.36,-2.824,5.396,1.146,4.217,-1.244,0.0145
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,3.2e-05,-15.88,-4.084,12.62,8.737,11.18,2.7,0.0136
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,2.4e-05,-15.49,-7.717,19.34,16.2,17.78,3.952,0.0118
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,2.8e-05,-15.78,-5.578,16.3,13.18,15.08,3.584,0.0127
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,3.6e-05,-15.92,-3.309,9.251,4.564,7.727,1.446,0.0145
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,4e-05,-15.95,-2.864,6.322,1.805,4.953,-0.247,0.0155
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,3.2e-05,-10.71,-4.438,13.36,8.977,11.24,3.081,0.0156
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,2.4e-05,-10.38,-9.677,19.97,15.27,17.32,4.236,0.0137
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,2.8e-05,-10.63,-6.403,16.93,12.7,14.78,3.891,0.0146
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,3.6e-05,-10.76,-3.482,10.08,5.455,8.062,1.996,0.0165
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,4e-05,-10.79,-2.958,7.232,2.672,5.53,0.674,0.0174
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,3.2e-05,-9.413,-4.587,13.07,8.613,11.16,3.15,0.0166
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,2.4e-05,-9.241,-10.55,19.46,14.54,17.24,4.298,0.0147
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,2.8e-05,-9.377,-6.799,16.52,12.1,14.62,3.949,0.0156
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,3.6e-05,-9.428,-3.547,9.902,5.371,8.079,2.096,0.0175
3.5e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,4e-05,-9.433,-2.991,7.139,2.753,5.614,0.842,0.0184
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,3.2e-05,-9.991,-5.992,14.24,9.616,11.96,2.842,0.0146
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,2.4e-05,-9.918,-13.86,20.61,16.67,18.53,4.088,0.0127
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,2.8e-05,-9.99,-8.536,17.68,13.8,15.74,3.705,0.0136
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,3.6e-05,-9.984,-4.727,11.08,5.579,8.462,1.7,0.0155
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,4e-05,-9.973,-4.01,8.328,2.67,5.667,0.229,0.0164
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,3.2e-05,-12.67,-5.666,13.22,8.541,11.41,2.281,0.0126
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,2.4e-05,-12.71,-11.4,19.77,17.32,19.05,3.699,0.0108
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,2.8e-05,-12.71,-7.709,16.74,13.67,15.71,3.239,0.0117
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,3.6e-05,-12.63,-4.582,10.0,4.04,7.601,0.839,0.0135
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,4e-05,-12.6,-3.939,7.193,1.591,4.556,-1.113,0.0145
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,3.2e-05,-11.86,-5.827,14.0,9.325,11.85,2.625,0.0136
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,2.4e-05,-11.77,-12.47,20.42,17.15,18.92,3.927,0.0117
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,2.8e-05,-11.86,-8.092,17.49,13.97,15.89,3.509,0.0127
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,3.6e-05,-11.85,-4.657,10.8,4.974,8.2,1.391,0.0145
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,4e-05,-11.84,-3.977,8.008,2.193,5.273,-0.273,0.0154
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,3.2e-05,-8.779,-6.122,13.98,9.522,11.89,3.008,0.0155
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,2.4e-05,-8.805,-15.17,20.29,15.98,18.15,4.223,0.0137
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,2.8e-05,-8.807,-8.946,17.35,13.34,15.5,3.858,0.0146
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,3.6e-05,-8.754,-4.774,10.89,5.8,8.563,1.919,0.0165
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,4e-05,-8.729,-4.028,8.197,2.936,5.874,0.584,0.0174
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,3.2e-05,-8.15,-6.177,13.26,9.048,11.79,3.125,0.0165
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,2.4e-05,-8.281,-15.66,19.41,15.05,17.88,4.323,0.0147
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,2.8e-05,-8.21,-9.195,16.52,12.58,15.3,3.964,0.0156
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,3.6e-05,-8.103,-4.78,10.25,5.633,8.594,2.073,0.0174
3.5e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,4e-05,-8.061,-4.021,7.63,2.908,6.004,0.826,0.0184
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,3.2e-05,-11.36,-4.064,13.32,6.436,8.353,1.33,0.0146
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,2.4e-05,-11.24,-13.81,19.34,10.41,11.9,2.114,0.0127
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,2.8e-05,-11.4,-7.323,17.3,9.443,11.07,2.058,0.0137
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,3.6e-05,-11.35,-2.855,9.562,3.759,5.884,0.244,0.0155
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,4e-05,-11.36,-2.274,6.381,1.635,3.996,-1.078,0.0164
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,3.2e-05,-14.02,-3.82,12.0,5.901,8.115,0.73,0.0126
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,2.4e-05,-14.2,-17.07,18.58,10.98,12.42,1.773,0.0108
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,2.8e-05,-14.11,-6.907,16.24,9.557,11.38,1.654,0.0117
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,3.6e-05,-13.98,-2.737,8.174,2.777,5.378,-0.627,0.0135
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,4e-05,-13.95,-2.212,4.957,0.813,3.233,-2.523,0.0145
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,3.2e-05,-13.71,-3.924,12.88,6.335,8.322,1.098,0.0136
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,2.4e-05,-13.63,-15.66,19.09,10.8,12.2,1.971,0.0118
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,2.8e-05,-13.77,-7.051,16.98,9.656,11.3,1.895,0.0127
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,3.6e-05,-13.7,-2.791,9.075,3.441,5.714,-0.086,0.0145
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,4e-05,-13.7,-2.241,5.866,1.277,3.728,-1.606,0.0154
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,3.2e-05,-9.683,-4.231,13.34,6.311,8.293,1.465,0.0156
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,2.4e-05,-9.708,-12.16,19.26,9.893,11.67,2.214,0.0137
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,2.8e-05,-9.747,-7.749,17.21,9.03,10.84,2.163,0.0146
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,3.6e-05,-9.666,-2.923,9.644,3.811,5.949,0.433,0.0165
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,4e-05,-9.661,-2.306,6.513,1.809,4.135,-0.784,0.0174
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,3.2e-05,-8.717,-4.39,12.88,5.959,8.195,1.536,0.0165
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,2.4e-05,-8.903,-10.99,18.7,9.244,11.51,2.274,0.0147
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,2.8e-05,-8.813,-8.294,16.66,8.455,10.64,2.221,0.0156
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,3.6e-05,-8.681,-2.977,9.271,3.663,5.943,0.533,0.0175
3.5e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,4e-05,-8.657,-2.327,6.211,1.8,4.197,-0.626,0.0184
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,3.2e-05,-12.94,-3.685,12.83,6.291,8.168,1.318,0.0146
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,2.4e-05,-12.51,-15.94,19.14,9.992,11.26,2.051,0.0127
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,3.6e-05,-12.97,-2.517,8.867,3.551,5.702,0.223,0.0155
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,4e-05,-13.0,-1.989,5.56,1.415,3.829,-1.149,0.0164
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,3.2e-05,-15.42,-3.46,11.36,5.717,8.045,0.822,0.0126
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,2.4e-05,-15.53,-15.72,18.17,10.6,11.89,1.749,0.0108
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,2.8e-05,-15.51,-6.92,15.89,9.411,11.21,1.67,0.0117
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,3.6e-05,-15.37,-2.407,7.339,2.501,5.294,-0.571,0.0136
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,4e-05,-15.35,-1.93,4.005,0.607,2.405,-4.144,0.0145
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,3.2e-05,-15.93,-3.552,12.27,6.162,8.186,1.127,0.0136
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,2.4e-05,-15.56,-16.52,18.78,10.38,11.58,1.927,0.0118
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,2.8e-05,-15.94,-7.053,16.67,9.472,11.05,1.86,0.0127
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,3.6e-05,-15.94,-2.455,8.268,3.201,5.574,-0.071,0.0145
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,4e-05,-15.95,-1.956,4.939,1.04,3.603,-1.657,0.0155
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,3.2e-05,-10.76,-3.858,13.03,6.189,8.081,1.431,0.0156
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,2.4e-05,-10.48,-14.01,19.18,9.526,11.06,2.128,0.0137
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,2.8e-05,-10.77,-7.783,17.16,8.876,10.51,2.072,0.0146
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,3.6e-05,-10.78,-2.591,9.135,3.641,5.741,0.393,0.0165
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,4e-05,-10.8,-2.025,5.877,1.63,3.935,-0.866,0.0174
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,3.2e-05,-9.443,-4.044,12.78,5.882,7.969,1.485,0.0166
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,2.4e-05,-9.387,-12.09,18.75,8.953,10.95,2.167,0.0147
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,2.8e-05,-9.496,-8.425,16.78,8.348,10.3,2.11,0.0156
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,3.6e-05,-9.43,-2.66,8.988,3.547,5.727,0.478,0.0175
3.5e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,4e-05,-9.429,-2.057,5.806,1.668,3.982,-0.723,0.0184
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,3.2e-05,-9.992,-4.503,13.61,6.415,8.298,1.173,0.0146
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,2.4e-05,-10.12,-10.93,19.36,10.26,11.89,2.009,0.0127
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,2.8e-05,-10.07,-7.308,17.33,9.355,10.98,1.984,0.0136
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,3.6e-05,-9.969,-3.257,10.04,3.765,5.875,0.074,0.0155
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,4e-05,-9.958,-2.615,6.979,1.691,4.011,-1.243,0.0164
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,3.2e-05,-12.65,-4.252,12.55,5.899,8.045,0.669,0.0126
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,2.4e-05,-12.89,-13.16,18.79,10.91,12.45,1.686,0.0108
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,2.8e-05,-12.74,-6.902,16.5,9.459,11.25,1.587,0.0117
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,3.6e-05,-12.61,-3.139,8.918,2.87,5.412,-0.632,0.0135
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,4e-05,-12.59,-2.557,5.813,0.946,3.349,-2.426,0.0145
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,3.2e-05,-11.86,-4.364,13.34,6.309,8.295,0.977,0.0136
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,2.4e-05,-11.98,-12.0,19.22,10.68,12.27,1.888,0.0117
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,2.8e-05,-11.94,-7.051,17.16,9.58,11.22,1.816,0.0127
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,3.6e-05,-11.84,-3.196,9.735,3.46,5.74,-0.183,0.0145
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,4e-05,-11.82,-2.586,6.642,1.372,3.804,-1.666,0.0154
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,3.2e-05,-8.768,-4.653,13.39,6.264,8.202,1.325,0.0155
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,2.4e-05,-8.994,-10.12,19.12,9.561,10.2,1.451,0.0137
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,2.8e-05,-8.86,-7.676,17.04,8.911,10.72,2.116,0.0146
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,3.6e-05,-8.734,-3.314,9.881,3.816,5.899,0.263,0.0165
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,4e-05,-8.711,-2.639,6.867,1.847,4.117,-0.949,0.0174
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,3.2e-05,-8.124,-4.783,12.71,5.866,8.067,1.102,0.0165
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,2.4e-05,-8.437,-9.614,18.42,8.985,11.27,2.171,0.0147
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,2.8e-05,-8.231,-8.112,16.29,8.299,10.52,2.21,0.0156
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,3.6e-05,-8.077,-3.352,9.268,3.615,5.89,0.4,0.0174
3.5e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,4e-05,-8.042,-2.65,6.316,1.781,4.182,-0.745,0.0184
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,3.2e-05,-11.31,-4.677,13.62,9.703,12.23,3.261,0.0146
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,2.4e-05,-10.96,-5.61,19.58,17.04,18.96,4.517,0.0127
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,2.8e-05,-11.21,-5.266,16.73,13.77,15.88,4.071,0.0137
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,3.6e-05,-11.35,-4.21,10.72,5.728,8.781,2.131,0.0155
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,4e-05,-11.37,-3.875,8.139,2.925,6.042,0.723,0.0164
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,3.2e-05,-14.04,-4.41,12.33,8.124,11.47,2.47,0.0126
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,2.4e-05,-13.94,-4.747,18.2,16.9,18.76,3.912,0.0108
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,2.8e-05,-14.04,-4.756,15.45,13.11,15.41,3.421,0.0117
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,3.6e-05,-14.01,-4.067,9.387,3.944,7.637,0.953,0.0135
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,4e-05,-13.98,-3.793,6.761,1.635,4.699,-0.907,0.0145
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,3.2e-05,-13.68,-4.542,13.2,9.253,11.96,2.956,0.0136
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,2.4e-05,-13.34,-5.128,19.12,17.16,18.94,4.28,0.0118
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,2.8e-05,-13.59,-4.998,16.33,13.71,15.77,3.81,0.0127
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,3.6e-05,-13.71,-4.14,10.26,5.07,8.387,1.696,0.0145
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,4e-05,-13.71,-3.835,7.65,2.373,5.534,0.103,0.0154
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,3.2e-05,-9.66,-4.777,13.58,9.683,12.32,3.441,0.0156
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,2.4e-05,-9.411,-6.059,19.5,16.66,18.97,4.678,0.0137
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,2.8e-05,-9.598,-5.485,16.63,13.5,15.88,4.234,0.0146
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,3.6e-05,-9.678,-4.257,10.75,6.004,8.993,2.377,0.0165
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,4e-05,-9.678,-3.898,8.238,3.22,6.31,1.082,0.0174
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,3.2e-05,-8.724,-4.798,13.05,9.315,12.3,3.535,0.0165
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,2.4e-05,-8.629,-6.256,18.76,15.95,18.96,4.786,0.0147
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,2.8e-05,-8.717,-5.562,15.97,12.89,15.8,4.325,0.0156
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,3.6e-05,-8.707,-4.258,10.33,5.879,9.066,2.507,0.0175
3.5e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,4e-05,-8.682,-3.893,7.901,3.248,6.442,1.279,0.0184
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,3.2e-05,-12.85,-3.864,12.89,9.124,11.6,3.227,0.0146
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,2.4e-05,-12.37,-4.536,18.87,16.35,18.25,4.552,0.0127
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,2.8e-05,-12.69,-4.296,16.03,13.13,15.23,4.089,0.0137
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,3.6e-05,-12.94,-3.518,9.946,5.304,8.296,2.072,0.0155
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,4e-05,-12.99,-3.267,7.315,2.628,5.73,0.664,0.0164
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,3.2e-05,-15.42,-3.598,11.41,7.464,11.02,2.489,0.0126
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,2.4e-05,-15.3,-3.823,17.2,16.1,18.1,3.988,0.0108
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,2.8e-05,-15.41,-3.829,14.52,12.36,14.86,3.49,0.0117
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,3.6e-05,-15.39,-3.365,8.455,3.478,7.337,0.947,0.0136
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,4e-05,-15.36,-3.175,5.793,1.318,4.507,-0.942,0.0145
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,3.2e-05,-15.85,-3.721,12.33,8.629,11.39,2.942,0.0136
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,2.4e-05,-15.39,-4.115,18.22,16.4,18.25,4.323,0.0118
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,2.8e-05,-15.71,-4.036,15.47,13.02,15.15,3.847,0.0127
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,3.6e-05,-15.92,-3.437,9.369,4.607,8.009,1.659,0.0145
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,4e-05,-15.95,-3.219,6.713,2.032,5.291,0.059,0.0155
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,3.2e-05,-10.69,-4.001,13.06,9.164,11.67,3.396,0.0156
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,2.4e-05,-10.28,-5.025,19.04,16.04,18.31,4.702,0.0137
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,2.8e-05,-10.56,-4.564,16.15,12.94,15.23,4.237,0.0146
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,3.6e-05,-10.76,-3.592,10.18,5.635,8.455,2.308,0.0165
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,4e-05,-10.79,-3.31,7.603,2.979,5.938,1.015,0.0174
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,3.2e-05,-9.399,-4.082,12.75,8.877,11.64,3.478,0.0166
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,2.4e-05,-9.14,-5.367,18.53,15.44,18.37,4.788,0.0147
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,2.8e-05,-9.327,-4.736,15.72,12.42,15.18,4.311,0.0156
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,3.6e-05,-9.427,-3.631,9.975,5.561,8.511,2.426,0.0175
3.5e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,4e-05,-9.436,-3.331,7.494,3.055,6.033,1.197,0.0184
3.5e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.2e-05,3.2e-05,-9.998,-5.619,14.07,9.786,12.43,3.104,0.0146
3.5e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.2e-05,2.4e-05,-9.81,-6.943,20.02,17.47,19.45,4.452,0.0127
